initial_seed,mutation_seed,generation,species_count,frequencies,dominant_frequency,frequency_entropy_nats,mean_score,score_min,score_max,extinct_count,mutation_unchanged,mutation_new,mutation_merged,mutation_blocked_at_cap,mean_node_count,max_node_count,max_memory_depth
7,11,0,6,0.16666666666666666 0.16666666666666666 0.16666666666666666 0.16666666666666666 0.16666666666666666 0.16666666666666666,0.16666666666666666,1.791759469228055,,,,,,,,,4.833333333333333,6,1
7,11,1,6,0.30049631425642359 0.29528257367418997 0.30422111206938635 0.033388479361824847 0.032809174852687778 0.033802345785487374,0.30422111206938635,1.4236205348773572,1.417361111111111,1.284416666666667,1.6105000000000003,3,0,3,0,0,6.166666666666667,9,2
7,11,2,6,0.30004368538825249 0.29832971562315014 0.30162659898859728 0.033338187265361391 0.033147746180350018 0.033514066554288589,0.3016265989885973,1.4236851916788305,1.5504734065769827,1.4810912700090455,1.6072553105736123,3,0,3,0,0,6.666666666666667,12,2
7,11,3,8,0.28676595606671546 0.29365696240713435 0.28586569418093299 0.033711387345217191 0.031862884007412828 0.032628551378570486 0.031762854908992555 0.0037457097050241327,0.29365696240713435,1.5422514200409667,1.5179149668405207,1.4084301156233785,1.7964431683645583,2,0,4,0,0,8.5,21,3
7,11,4,9,0.26420705285759499 0.28047527158228752 0.25969080339085698 0.036651585993783854 0.035143093254824939 0.034457400939458441 0.029356339206399441 0.031163919064698616 0.028854533710095224,0.2804752715822875,1.727233783503233,1.562447376582669,1.285949403316235,1.806359843828964,2,0,3,0,3,7.0,12,2
7,11,5,9,0.24423755894503826 0.29189150885757759 0.25891334358245055 0.039853058159257791 0.037306448652514576 0.036637769456437271 0.031260648144542207 0.032762157652733083 0.027137506549448701,0.2918915088575776,1.7440391767972994,1.5632547742819998,1.4055084559031354,1.8442838124422596,1,0,1,0,7,7.111111111111111,12,2
7,11,6,9,0.24371502521351271 0.29387954017300844 0.25092387886014583 0.041962788393130251 0.038540541320851558 0.037663916691769321 0.032184245704387687 0.033282533069311906 0.02784753057388235,0.29387954017300844,1.7564974938793287,1.5842094974930023,1.429921104864051,1.8488981225718752,0,0,0,0,9,7.111111111111111,12,2
7,11,7,9,0.24303785485837839 0.29561889461120078 0.24317690926787078 0.044155106572869418 0.039804464186208463 0.038720253670759812 0.033112840471164147 0.033796206791658109 0.028577469569890129,0.2956188946112008,1.7687990613113853,1.585167402043591,1.430798482922249,1.8463891015169833,0,1,0,0,8,7.111111111111111,12,2
7,11,8,9,0.24221208839774613 0.29710766349644807 0.23567536776270001 0.046428964887885213 0.0410969304704168 0.039805341779189561 0.034044482922101223 0.034302683949662578 0.029326476333850427,0.29710766349644807,1.7809390148271804,1.5857926178491653,1.4315522023476372,1.8432779339884473,0,0,0,0,9,7.111111111111111,12,2
7,11,9,9,0.24124431885855049 0.29834528029707497 0.22842124540551303 0.048782849961907612 0.042416431987932761 0.040917527514992315 0.034977169981439578 0.034801561392424414 0.030093614600164874,0.29834528029707497,1.7929114005278373,1.5861165562139101,1.4322158234803326,1.83960972364791,0,1,0,0,8,7.111111111111111,12,2
7,11,10,9,0.24014164796906581 0.2993324914632165 0.22141562707241347 0.05121478281315249 0.043761237905838725 0.042054946705105192 0.03590886464748988 0.035292532569244452 0.03087786885447354,0.2993324914632165,1.804709274342229,1.5861686908829615,1.4328200319028697,1.835429737864008,0,0,0,0,9,7.111111111111111,12,2
7,11,11,9,0.23891163802785639 0.3000713117071161 0.21465873173408334 0.053722326948916349 0.045129396155361885 0.043215531641863397 0.036837516978256504 0.035775390997458932 0.031678155809087165,0.3000713117071161,1.8163248348730305,1.5859763705593988,1.4333923947201435,1.8307830453150216,0,0,0,0,9,7.111111111111111,12,2
7,11,12,9,0.23756225926792648 0.30056496481773665 0.2081499568714629 0.056302604765169857 0.046518737573090857 0.044397021130894609 0.037761085993324228 0.036250032254757036 0.032493337325637431,0.30056496481773665,1.827749584295003,1.585564697256808,1.433957194267285,1.8257141809814288,0,0,0,0,9,7.111111111111111,12,2
7,11,13,9,0.23610183274373661 0.30081781137689395 0.20188792659325219 0.058952322152403272 0.047926882788143041 0.04559697336423861 0.038677562001184385 0.036716454467990246 0.033322234512157711,0.30081781137689395,1.8389745110943014,1.5849564675450962,1.4345353391353115,1.8202668406872453,0,0,0,0,9,7.111111111111111,12,2
7,11,14,9,0.26250135506041594 0.3741129769198423 0.076688896787654628 0.061372272062234404 0.05821547892182688 0.04922713437180716 0.046229816582755733 0.042485252064527787 0.029166817228935108,0.3741129769198423,1.7803236620608047,1.5841721720479978,1.435144350187849,1.8144836067924377,1,0,1,0,7,7.666666666666667,12,2
7,11,15,9,0.25585889189022748 0.36896243041283244 0.0787290046205881 0.063937910284487712 0.061615744214801628 0.050046064241210823 0.046783170826107272 0.044464924061038899 0.029601859448705619,0.36896243041283244,1.8000451048286412,1.4862141578406127,1.3596917029630053,1.7782554976997853,0,0,0,0,9,7.666666666666667,12,2
7,11,16,9,0.24954950463849071 0.36361705526173349 0.080698708869066979 0.066506906713658942 0.065062436010906791 0.050788429616046446 0.047304372784930784 0.046412942705468946 0.030059643399696908,0.3636170552617335,1.8189447320972436,1.4908182683705247,1.3675200862138592,1.7705107268507376,0,0,0,0,9,7.666666666666667,12,2
7,11,17,9,0.24355337306618055 0.35811537391071641 0.082595614477444984 0.069071086622084082 0.068547000487533746 0.051454745000663382 0.047798201493707726 0.048324989695254186 0.030539615246414884,0.3581153739107164,1.8370198041595633,1.4950373291159198,1.3748982092046933,1.7628235272873825,0,0,0,0,9,7.666666666666667,12,2
7,11,18,9,0.23785306760962707 0.35249145344882449 0.084418409684731049 0.071622280271799732 0.072060899693495675 0.052046034571650357 0.048268976486040636 0.050197473497305016 0.031041404736525943,0.3524914534488245,1.854272969371047,1.4988567141648947,1.3818329713854316,1.7551698409953662,0,1,0,0,8,7.666666666666667,12,2
7,11,19,9,0.23243303420762321 0.34677539236118127 0.08616676830354407 0.074152406708539315 0.075595706555832365 0.052563789807493801 0.048720586733353423 0.0520275252887763 0.031564790033656212,0.34677539236118127,1.8707118787144856,1.5022665674667122,1.3883299792933061,1.7475318137633629,0,0,0,0,9,7.666666666666667,12,2
7,11,20,9,0.22727918783833953 0.34099374491180706 0.08784124357909262 0.076653551182087262 0.079143188791285457 0.05300992038815909 0.04915651857890066 0.053812977529535441 0.032109667200792856,0.34099374491180706,1.886348699736455,1.5052616673200898,1.3943943289735117,1.7398968335932594,0,1,0,0,8,7.666666666666667,12,2
7,11,21,9,0.22237859565427862 0.33516989351397503 0.089443158095477218 0.079118035707116299 0.082695381391063846 0.053386701119503333 0.049579882523970928 0.055552328228681835 0.032676023765932913,0.335169893513975,1.9011995724659323,1.507841143477373,1.4000311800867382,1.732256703049161,0,0,0,0,9,7.666666666666667,12,2
7,11,22,9,0.21771923308371782 0.32932437745159798 0.090974493581099963 0.081538482303726637 0.086244647667490584 0.053696717197810682 0.049993438787716213 0.057244694068739846 0.033263915858100297,0.329324377451598,1.9152840401482216,1.510008100189202,1.4052461612792972,1.7246069215938924,0,0,0,0,9,7.666666666666667,12,2
